account_id,district_id,frequency,date
3882,10,POPLATEK MESICNE,09/07/1993
4159,74,POPLATEK MESICNE,09/07/1993
907,41,POPLATEK MESICNE,09/07/1993
1411,54,POPLATEK MESICNE,09/07/1993
1684,32,POPLATEK TYDNE,10/07/1993
3748,1,POPLATEK MESICNE,10/07/1993
2213,68,POPLATEK MESICNE,11/07/1993
1062,6,POPLATEK MESICNE,11/07/1993
273,24,POPLATEK PO OBRATU,11/07/1993
10320,68,POPLATEK MESICNE,11/07/1993
1416,66,POPLATEK TYDNE,12/07/1993
3277,36,POPLATEK MESICNE,12/07/1993
1892,28,POPLATEK MESICNE,13/07/1993
3413,70,POPLATEK MESICNE,13/07/1993
3654,47,POPLATEK MESICNE,13/07/1993
3000,28,POPLATEK MESICNE,14/07/1993
3955,64,POPLATEK MESICNE,14/07/1993
1544,69,POPLATEK MESICNE,14/07/1993
9703,68,POPLATEK MESICNE,15/07/1993
234,73,POPLATEK MESICNE,15/07/1993
3241,44,POPLATEK MESICNE,16/07/1993
3465,1,POPLATEK MESICNE,16/07/1993
3152,1,POPLATEK MESICNE,16/07/1993
1497,1,POPLATEK MESICNE,16/07/1993
3078,1,POPLATEK MESICNE,16/07/1993
400,28,POPLATEK MESICNE,17/07/1993
1902,50,POPLATEK TYDNE,17/07/1993
757,50,POPLATEK MESICNE,19/07/1993
1116,1,POPLATEK MESICNE,20/07/1993
5700,42,POPLATEK MESICNE,20/07/1993
3267,64,POPLATEK MESICNE,21/07/1993
3222,4,POPLATEK MESICNE,21/07/1993
408,41,POPLATEK MESICNE,21/07/1993
2818,40,POPLATEK MESICNE,21/07/1993
6273,38,POPLATEK MESICNE,21/07/1993
2513,70,POPLATEK MESICNE,22/07/1993
3493,63,POPLATEK MESICNE,22/07/1993
1201,61,POPLATEK MESICNE,23/07/1993
4478,70,POPLATEK MESICNE,23/07/1993
2915,57,POPLATEK MESICNE,23/07/1993
9833,20,POPLATEK MESICNE,24/07/1993
2253,74,POPLATEK MESICNE,24/07/1993
1069,70,POPLATEK MESICNE,24/07/1993
207,2,POPLATEK MESICNE,25/07/1993
3212,70,POPLATEK MESICNE,25/07/1993
4035,1,POPLATEK MESICNE,25/07/1993
1268,74,POPLATEK MESICNE,25/07/1993
3287,18,POPLATEK MESICNE,26/07/1993
6226,74,POPLATEK TYDNE,26/07/1993
2123,64,POPLATEK MESICNE,26/07/1993
3982,26,POPLATEK MESICNE,27/07/1993
2701,71,POPLATEK MESICNE,27/07/1993
3629,48,POPLATEK MESICNE,27/07/1993
2841,71,POPLATEK MESICNE,27/07/1993
563,53,POPLATEK MESICNE,27/07/1993
2732,5,POPLATEK MESICNE,27/07/1993
1297,70,POPLATEK MESICNE,27/07/1993
7485,39,POPLATEK MESICNE,28/07/1993
2088,4,POPLATEK MESICNE,28/07/1993
225,1,POPLATEK MESICNE,28/07/1993
1630,72,POPLATEK MESICNE,28/07/1993
403,1,POPLATEK MESICNE,29/07/1993
445,63,POPLATEK TYDNE,29/07/1993
186,1,POPLATEK TYDNE,29/07/1993
3720,36,POPLATEK MESICNE,30/07/1993
574,70,POPLATEK MESICNE,30/07/1993
1429,57,POPLATEK MESICNE,30/07/1993
3580,43,POPLATEK MESICNE,01/08/1993
7819,38,POPLATEK MESICNE,01/08/1993
759,23,POPLATEK MESICNE,01/08/1993
6363,74,POPLATEK MESICNE,01/08/1993
3738,51,POPLATEK MESICNE,01/08/1993
4000,7,POPLATEK MESICNE,02/08/1993
9041,1,POPLATEK MESICNE,03/08/1993
2620,22,POPLATEK MESICNE,03/08/1993
3609,28,POPLATEK MESICNE,03/08/1993
1382,48,POPLATEK MESICNE,03/08/1993
930,41,POPLATEK MESICNE,03/08/1993
1925,12,POPLATEK MESICNE,03/08/1993
1834,62,POPLATEK MESICNE,03/08/1993
1507,35,POPLATEK MESICNE,03/08/1993
7857,75,POPLATEK MESICNE,04/08/1993
6636,72,POPLATEK TYDNE,04/08/1993
601,29,POPLATEK MESICNE,04/08/1993
3298,29,POPLATEK MESICNE,04/08/1993
2938,1,POPLATEK MESICNE,04/08/1993
2199,1,POPLATEK MESICNE,04/08/1993
3745,5,POPLATEK MESICNE,04/08/1993
3699,50,POPLATEK MESICNE,05/08/1993
816,52,POPLATEK MESICNE,05/08/1993
3656,53,POPLATEK MESICNE,06/08/1993
2038,42,POPLATEK MESICNE,06/08/1993
2542,21,POPLATEK MESICNE,07/08/1993
1136,12,POPLATEK MESICNE,07/08/1993
1589,37,POPLATEK MESICNE,07/08/1993
3136,69,POPLATEK MESICNE,07/08/1993
3547,54,POPLATEK MESICNE,07/08/1993
26,52,POPLATEK MESICNE,08/08/1993
657,47,POPLATEK MESICNE,08/08/1993
3538,58,POPLATEK MESICNE,08/08/1993
2167,16,POPLATEK MESICNE,08/08/1993
3127,66,POPLATEK MESICNE,08/08/1993
47,45,POPLATEK MESICNE,08/08/1993
3850,8,POPLATEK MESICNE,09/08/1993
5366,70,POPLATEK MESICNE,09/08/1993
747,39,POPLATEK MESICNE,09/08/1993
3166,71,POPLATEK MESICNE,10/08/1993
11021,1,POPLATEK MESICNE,10/08/1993
1701,1,POPLATEK MESICNE,10/08/1993
3613,43,POPLATEK MESICNE,10/08/1993
3600,27,POPLATEK MESICNE,10/08/1993
3792,10,POPLATEK MESICNE,11/08/1993
523,1,POPLATEK MESICNE,11/08/1993
3808,38,POPLATEK MESICNE,11/08/1993
1401,1,POPLATEK MESICNE,12/08/1993
541,61,POPLATEK MESICNE,12/08/1993
1023,21,POPLATEK MESICNE,13/08/1993
3683,33,POPLATEK MESICNE,13/08/1993
3220,29,POPLATEK MESICNE,14/08/1993
1779,33,POPLATEK MESICNE,15/08/1993
1912,64,POPLATEK MESICNE,15/08/1993
238,6,POPLATEK MESICNE,15/08/1993
3113,67,POPLATEK MESICNE,16/08/1993
5481,52,POPLATEK MESICNE,16/08/1993
3035,15,POPLATEK TYDNE,16/08/1993
942,9,POPLATEK MESICNE,16/08/1993
3221,5,POPLATEK MESICNE,17/08/1993
2616,1,POPLATEK MESICNE,17/08/1993
2137,4,POPLATEK PO OBRATU,17/08/1993
978,73,POPLATEK MESICNE,18/08/1993
2771,37,POPLATEK MESICNE,18/08/1993
3891,1,POPLATEK MESICNE,18/08/1993
9236,11,POPLATEK MESICNE,18/08/1993
274,76,POPLATEK MESICNE,20/08/1993
552,14,POPLATEK MESICNE,20/08/1993
2417,44,POPLATEK MESICNE,20/08/1993
3868,43,POPLATEK MESICNE,21/08/1993
9869,12,POPLATEK MESICNE,21/08/1993
1875,44,POPLATEK MESICNE,21/08/1993
8212,52,POPLATEK PO OBRATU,21/08/1993
3477,71,POPLATEK MESICNE,22/08/1993
1513,30,POPLATEK MESICNE,23/08/1993
3053,11,POPLATEK MESICNE,23/08/1993
1057,13,POPLATEK MESICNE,23/08/1993
6030,47,POPLATEK MESICNE,24/08/1993
3407,28,POPLATEK MESICNE,24/08/1993
1761,24,POPLATEK MESICNE,24/08/1993
3306,75,POPLATEK MESICNE,24/08/1993
162,60,POPLATEK MESICNE,25/08/1993
5011,31,POPLATEK MESICNE,25/08/1993
965,20,POPLATEK MESICNE,25/08/1993
1305,57,POPLATEK MESICNE,25/08/1993
815,56,POPLATEK MESICNE,25/08/1993
1449,35,POPLATEK MESICNE,26/08/1993
950,49,POPLATEK MESICNE,26/08/1993
3361,45,POPLATEK MESICNE,26/08/1993
3837,48,POPLATEK PO OBRATU,26/08/1993
33,22,POPLATEK MESICNE,26/08/1993
2894,17,POPLATEK MESICNE,28/08/1993
2510,61,POPLATEK MESICNE,28/08/1993
389,30,POPLATEK MESICNE,28/08/1993
6051,56,POPLATEK MESICNE,28/08/1993
730,4,POPLATEK MESICNE,28/08/1993
1694,6,POPLATEK TYDNE,29/08/1993
721,76,POPLATEK MESICNE,29/08/1993
1106,20,POPLATEK TYDNE,29/08/1993
3319,56,POPLATEK MESICNE,29/08/1993
10451,1,POPLATEK MESICNE,29/08/1993
172,13,POPLATEK MESICNE,30/08/1993
3920,74,POPLATEK MESICNE,01/09/1993
3011,64,POPLATEK MESICNE,01/09/1993
1337,23,POPLATEK MESICNE,01/09/1993
2592,69,POPLATEK MESICNE,01/09/1993
146,4,POPLATEK MESICNE,02/09/1993
2576,1,POPLATEK MESICNE,02/09/1993
3195,40,POPLATEK MESICNE,02/09/1993
8073,24,POPLATEK PO OBRATU,03/09/1993
4463,67,POPLATEK MESICNE,03/09/1993
2082,36,POPLATEK MESICNE,03/09/1993
2020,13,POPLATEK MESICNE,04/09/1993
160,23,POPLATEK MESICNE,04/09/1993
7607,1,POPLATEK MESICNE,05/09/1993
117,31,POPLATEK MESICNE,05/09/1993
3509,2,POPLATEK MESICNE,05/09/1993
151,76,POPLATEK MESICNE,06/09/1993
1719,1,POPLATEK MESICNE,06/09/1993
3456,32,POPLATEK MESICNE,06/09/1993
2951,44,POPLATEK MESICNE,06/09/1993
7190,49,POPLATEK MESICNE,06/09/1993
1827,10,POPLATEK MESICNE,06/09/1993
1689,55,POPLATEK MESICNE,07/09/1993
1197,68,POPLATEK MESICNE,07/09/1993
5952,50,POPLATEK MESICNE,07/09/1993
6930,41,POPLATEK MESICNE,08/09/1993
1107,42,POPLATEK MESICNE,08/09/1993
8475,4,POPLATEK MESICNE,08/09/1993
3575,7,POPLATEK MESICNE,08/09/1993
2691,69,POPLATEK MESICNE,08/09/1993
3323,13,POPLATEK MESICNE,08/09/1993
2428,72,POPLATEK MESICNE,08/09/1993
2649,2,POPLATEK MESICNE,08/09/1993
2907,70,POPLATEK MESICNE,09/09/1993
1091,16,POPLATEK MESICNE,09/09/1993
1487,66,POPLATEK MESICNE,10/09/1993
3157,77,POPLATEK MESICNE,10/09/1993
4414,24,POPLATEK MESICNE,10/09/1993
2302,24,POPLATEK MESICNE,10/09/1993
1410,74,POPLATEK MESICNE,11/09/1993
1146,67,POPLATEK MESICNE,12/09/1993
8564,68,POPLATEK MESICNE,12/09/1993
750,73,POPLATEK MESICNE,12/09/1993
2150,37,POPLATEK MESICNE,12/09/1993
10940,50,POPLATEK MESICNE,13/09/1993
9337,30,POPLATEK MESICNE,13/09/1993
861,22,POPLATEK MESICNE,13/09/1993
10440,72,POPLATEK MESICNE,13/09/1993
10036,1,POPLATEK MESICNE,13/09/1993
1234,6,POPLATEK MESICNE,13/09/1993
7774,74,POPLATEK PO OBRATU,14/09/1993
1547,72,POPLATEK MESICNE,14/09/1993
1079,74,POPLATEK MESICNE,14/09/1993
3863,15,POPLATEK MESICNE,14/09/1993
3480,58,POPLATEK MESICNE,14/09/1993
2671,1,POPLATEK MESICNE,15/09/1993
1705,70,POPLATEK MESICNE,15/09/1993
3028,27,POPLATEK MESICNE,15/09/1993
3310,25,POPLATEK MESICNE,15/09/1993
6715,48,POPLATEK TYDNE,15/09/1993
3255,1,POPLATEK MESICNE,15/09/1993
3751,9,POPLATEK MESICNE,15/09/1993
2987,18,POPLATEK MESICNE,16/09/1993
857,77,POPLATEK MESICNE,16/09/1993
3042,10,POPLATEK MESICNE,16/09/1993
2695,16,POPLATEK MESICNE,16/09/1993
2849,1,POPLATEK MESICNE,16/09/1993
2802,1,POPLATEK MESICNE,16/09/1993
34,67,POPLATEK TYDNE,17/09/1993
7133,1,POPLATEK MESICNE,17/09/1993
699,1,POPLATEK MESICNE,17/09/1993
2282,29,POPLATEK TYDNE,17/09/1993
8489,19,POPLATEK MESICNE,18/09/1993
837,46,POPLATEK MESICNE,18/09/1993
8759,1,POPLATEK MESICNE,18/09/1993
1602,33,POPLATEK MESICNE,19/09/1993
2958,48,POPLATEK MESICNE,19/09/1993
3408,62,POPLATEK MESICNE,19/09/1993
153,77,POPLATEK MESICNE,19/09/1993
3268,21,POPLATEK MESICNE,20/09/1993
854,62,POPLATEK MESICNE,21/09/1993
1831,1,POPLATEK MESICNE,21/09/1993
39,36,POPLATEK MESICNE,22/09/1993
1811,40,POPLATEK MESICNE,22/09/1993
3822,8,POPLATEK MESICNE,22/09/1993
1404,7,POPLATEK TYDNE,22/09/1993
517,76,POPLATEK MESICNE,22/09/1993
1440,55,POPLATEK MESICNE,22/09/1993
3505,46,POPLATEK MESICNE,23/09/1993
1804,20,POPLATEK TYDNE,23/09/1993
2617,1,POPLATEK MESICNE,24/09/1993
467,74,POPLATEK MESICNE,24/09/1993
4437,40,POPLATEK MESICNE,24/09/1993
1453,61,POPLATEK TYDNE,25/09/1993
3977,7,POPLATEK MESICNE,25/09/1993
8982,64,POPLATEK MESICNE,25/09/1993
27,73,POPLATEK MESICNE,26/09/1993
4511,33,POPLATEK MESICNE,26/09/1993
1052,61,POPLATEK MESICNE,27/09/1993
10227,62,POPLATEK PO OBRATU,27/09/1993
3171,61,POPLATEK MESICNE,28/09/1993
228,5,POPLATEK MESICNE,28/09/1993
3618,29,POPLATEK MESICNE,29/09/1993
1016,40,POPLATEK MESICNE,29/09/1993
15,70,POPLATEK MESICNE,02/10/1993
3237,20,POPLATEK MESICNE,02/10/1993
1485,36,POPLATEK MESICNE,03/10/1993
7769,23,POPLATEK MESICNE,03/10/1993
2613,26,POPLATEK MESICNE,03/10/1993
2201,8,POPLATEK MESICNE,05/10/1993
1896,74,POPLATEK MESICNE,05/10/1993
5387,1,POPLATEK MESICNE,05/10/1993
3535,1,POPLATEK MESICNE,05/10/1993
1120,1,POPLATEK MESICNE,05/10/1993
235,41,POPLATEK MESICNE,06/10/1993
3701,76,POPLATEK MESICNE,06/10/1993
1516,67,POPLATEK MESICNE,08/10/1993
4543,33,POPLATEK MESICNE,08/10/1993
2427,70,POPLATEK TYDNE,08/10/1993
1981,64,POPLATEK MESICNE,08/10/1993
8566,74,POPLATEK MESICNE,08/10/1993
678,17,POPLATEK MESICNE,08/10/1993
4659,56,POPLATEK MESICNE,08/10/1993
4059,34,POPLATEK MESICNE,08/10/1993
4013,73,POPLATEK PO OBRATU,08/10/1993
7011,75,POPLATEK MESICNE,08/10/1993
2132,76,POPLATEK MESICNE,08/10/1993
1816,44,POPLATEK MESICNE,08/10/1993
2623,58,POPLATEK MESICNE,09/10/1993
2793,47,POPLATEK MESICNE,09/10/1993
2479,18,POPLATEK MESICNE,09/10/1993
11135,75,POPLATEK MESICNE,10/10/1993
8041,1,POPLATEK MESICNE,10/10/1993
492,5,POPLATEK MESICNE,10/10/1993
799,56,POPLATEK MESICNE,10/10/1993
3972,51,POPLATEK MESICNE,11/10/1993
1468,54,POPLATEK MESICNE,11/10/1993
624,70,POPLATEK MESICNE,11/10/1993
3483,40,POPLATEK MESICNE,12/10/1993
4260,56,POPLATEK MESICNE,14/10/1993
616,43,POPLATEK MESICNE,14/10/1993
931,59,POPLATEK MESICNE,15/10/1993
102,11,POPLATEK MESICNE,16/10/1993
540,75,POPLATEK MESICNE,16/10/1993
2660,1,POPLATEK TYDNE,17/10/1993
4287,1,POPLATEK MESICNE,17/10/1993
3551,6,POPLATEK MESICNE,17/10/1993
2072,41,POPLATEK MESICNE,17/10/1993
4119,77,POPLATEK MESICNE,18/10/1993
1345,28,POPLATEK MESICNE,19/10/1993
1565,36,POPLATEK MESICNE,20/10/1993
2824,11,POPLATEK MESICNE,20/10/1993
2052,61,POPLATEK MESICNE,20/10/1993
1767,21,POPLATEK MESICNE,20/10/1993
2140,75,POPLATEK MESICNE,21/10/1993
1051,35,POPLATEK MESICNE,21/10/1993
3927,56,POPLATEK MESICNE,22/10/1993
2050,1,POPLATEK MESICNE,22/10/1993
2276,31,POPLATEK MESICNE,22/10/1993
126,5,POPLATEK MESICNE,23/10/1993
2859,11,POPLATEK MESICNE,23/10/1993
2667,23,POPLATEK MESICNE,23/10/1993
1789,46,POPLATEK MESICNE,23/10/1993
838,47,POPLATEK MESICNE,23/10/1993
3264,70,POPLATEK MESICNE,23/10/1993
198,70,POPLATEK MESICNE,25/10/1993
2345,5,POPLATEK MESICNE,25/10/1993
5256,72,POPLATEK PO OBRATU,25/10/1993
40,64,POPLATEK MESICNE,25/10/1993
419,13,POPLATEK MESICNE,25/10/1993
3892,43,POPLATEK MESICNE,25/10/1993
1217,69,POPLATEK MESICNE,25/10/1993
397,11,POPLATEK MESICNE,26/10/1993
3146,68,POPLATEK MESICNE,26/10/1993
287,16,POPLATEK MESICNE,27/10/1993
2180,45,POPLATEK MESICNE,27/10/1993
354,59,POPLATEK MESICNE,28/10/1993
259,2,POPLATEK MESICNE,28/10/1993
1666,67,POPLATEK MESICNE,30/10/1993
1495,36,POPLATEK MESICNE,01/11/1993
2582,28,POPLATEK MESICNE,01/11/1993
4470,16,POPLATEK MESICNE,01/11/1993
1381,57,POPLATEK MESICNE,01/11/1993
2435,38,POPLATEK MESICNE,01/11/1993
542,1,POPLATEK MESICNE,01/11/1993
1123,13,POPLATEK MESICNE,01/11/1993
3225,1,POPLATEK MESICNE,01/11/1993
1133,1,POPLATEK MESICNE,01/11/1993
3086,1,POPLATEK MESICNE,02/11/1993
2250,35,POPLATEK MESICNE,02/11/1993
340,1,POPLATEK MESICNE,03/11/1993
4079,52,POPLATEK MESICNE,03/11/1993
841,1,POPLATEK MESICNE,04/11/1993
2269,6,POPLATEK MESICNE,04/11/1993
2867,30,POPLATEK MESICNE,04/11/1993
3371,68,POPLATEK MESICNE,04/11/1993
520,60,POPLATEK MESICNE,04/11/1993
743,10,POPLATEK MESICNE,05/11/1993
3640,10,POPLATEK MESICNE,05/11/1993
3354,63,POPLATEK MESICNE,05/11/1993
107,64,POPLATEK MESICNE,05/11/1993
243,55,POPLATEK TYDNE,06/11/1993
3687,71,POPLATEK MESICNE,06/11/1993
1984,73,POPLATEK MESICNE,07/11/1993
4173,1,POPLATEK MESICNE,08/11/1993
2700,74,POPLATEK MESICNE,08/11/1993
2318,73,POPLATEK MESICNE,08/11/1993
7965,55,POPLATEK MESICNE,08/11/1993
3352,42,POPLATEK MESICNE,08/11/1993
4255,70,POPLATEK TYDNE,08/11/1993
73,72,POPLATEK MESICNE,08/11/1993
3948,1,POPLATEK MESICNE,09/11/1993
648,13,POPLATEK MESICNE,09/11/1993
3688,70,POPLATEK MESICNE,10/11/1993
462,29,POPLATEK MESICNE,10/11/1993
3243,1,POPLATEK MESICNE,10/11/1993
8625,64,POPLATEK MESICNE,10/11/1993
321,47,POPLATEK MESICNE,11/11/1993
3548,23,POPLATEK MESICNE,11/11/1993
5984,11,POPLATEK MESICNE,11/11/1993
3091,3,POPLATEK MESICNE,11/11/1993
626,72,POPLATEK MESICNE,11/11/1993
998,47,POPLATEK MESICNE,11/11/1993
3326,5,POPLATEK MESICNE,11/11/1993
2457,76,POPLATEK MESICNE,11/11/1993
2549,74,POPLATEK MESICNE,12/11/1993
1947,35,POPLATEK MESICNE,12/11/1993
2738,41,POPLATEK MESICNE,12/11/1993
1809,1,POPLATEK TYDNE,12/11/1993
519,24,POPLATEK MESICNE,12/11/1993
2665,61,POPLATEK MESICNE,13/11/1993
1114,6,POPLATEK TYDNE,13/11/1993
8957,1,POPLATEK MESICNE,13/11/1993
2271,68,POPLATEK MESICNE,13/11/1993
196,4,POPLATEK MESICNE,14/11/1993
3218,41,POPLATEK MESICNE,14/11/1993
3660,74,POPLATEK MESICNE,14/11/1993
787,10,POPLATEK MESICNE,14/11/1993
3820,1,POPLATEK MESICNE,14/11/1993
10906,76,POPLATEK MESICNE,14/11/1993
914,73,POPLATEK MESICNE,14/11/1993
9656,61,POPLATEK MESICNE,14/11/1993
1941,60,POPLATEK MESICNE,15/11/1993
3617,22,POPLATEK MESICNE,15/11/1993
3370,49,POPLATEK MESICNE,15/11/1993
1664,56,POPLATEK MESICNE,15/11/1993
4337,29,POPLATEK MESICNE,16/11/1993
2557,40,POPLATEK MESICNE,17/11/1993
1527,31,POPLATEK PO OBRATU,17/11/1993
3938,57,POPLATEK MESICNE,17/11/1993
1686,11,POPLATEK MESICNE,18/11/1993
10670,60,POPLATEK MESICNE,18/11/1993
3309,66,POPLATEK MESICNE,20/11/1993
3107,5,POPLATEK MESICNE,20/11/1993
8377,29,POPLATEK MESICNE,20/11/1993
345,5,POPLATEK MESICNE,20/11/1993
498,1,POPLATEK MESICNE,21/11/1993
3571,39,POPLATEK MESICNE,21/11/1993
5991,1,POPLATEK MESICNE,21/11/1993
1128,74,POPLATEK MESICNE,21/11/1993
10439,66,POPLATEK MESICNE,21/11/1993
1302,55,POPLATEK MESICNE,21/11/1993
10788,67,POPLATEK TYDNE,22/11/1993
4343,31,POPLATEK MESICNE,22/11/1993
2460,1,POPLATEK MESICNE,22/11/1993
1931,20,POPLATEK MESICNE,23/11/1993
2972,12,POPLATEK MESICNE,23/11/1993
1286,66,POPLATEK PO OBRATU,23/11/1993
1235,76,POPLATEK MESICNE,23/11/1993
4385,23,POPLATEK MESICNE,23/11/1993
7449,1,POPLATEK MESICNE,24/11/1993
545,54,POPLATEK MESICNE,24/11/1993
245,65,POPLATEK MESICNE,25/11/1993
688,74,POPLATEK MESICNE,25/11/1993
173,66,POPLATEK MESICNE,26/11/1993
10904,48,POPLATEK MESICNE,26/11/1993
7844,1,POPLATEK MESICNE,26/11/1993
6353,26,POPLATEK MESICNE,26/11/1993
604,12,POPLATEK MESICNE,26/11/1993
6806,1,POPLATEK MESICNE,26/11/1993
5927,15,POPLATEK MESICNE,26/11/1993
2419,24,POPLATEK MESICNE,27/11/1993
1288,11,POPLATEK MESICNE,27/11/1993
3003,18,POPLATEK MESICNE,27/11/1993
10131,1,POPLATEK MESICNE,27/11/1993
1952,70,POPLATEK MESICNE,28/11/1993
651,72,POPLATEK MESICNE,28/11/1993
2989,4,POPLATEK MESICNE,28/11/1993
1499,47,POPLATEK MESICNE,28/11/1993
426,1,POPLATEK MESICNE,29/11/1993
3570,44,POPLATEK MESICNE,29/11/1993
4237,18,POPLATEK MESICNE,29/11/1993
2739,59,POPLATEK MESICNE,29/11/1993
4526,63,POPLATEK MESICNE,29/11/1993
1621,75,POPLATEK MESICNE,01/12/1993
344,54,POPLATEK MESICNE,01/12/1993
1359,8,POPLATEK MESICNE,02/12/1993
290,56,POPLATEK MESICNE,02/12/1993
66,48,POPLATEK PO OBRATU,03/12/1993
1314,48,POPLATEK MESICNE,03/12/1993
3145,4,POPLATEK MESICNE,03/12/1993
1204,29,POPLATEK MESICNE,03/12/1993
437,43,POPLATEK MESICNE,03/12/1993
2063,1,POPLATEK MESICNE,04/12/1993
3087,15,POPLATEK MESICNE,04/12/1993
2588,5,POPLATEK MESICNE,04/12/1993
956,74,POPLATEK MESICNE,05/12/1993
597,41,POPLATEK MESICNE,05/12/1993
3129,5,POPLATEK MESICNE,05/12/1993
884,2,POPLATEK MESICNE,07/12/1993
4264,28,POPLATEK MESICNE,07/12/1993
3223,1,POPLATEK MESICNE,07/12/1993
737,34,POPLATEK MESICNE,08/12/1993
2306,38,POPLATEK MESICNE,08/12/1993
1673,53,POPLATEK MESICNE,08/12/1993
10663,11,POPLATEK MESICNE,08/12/1993
3345,22,POPLATEK MESICNE,08/12/1993
1970,8,POPLATEK MESICNE,08/12/1993
2504,16,POPLATEK MESICNE,09/12/1993
358,12,POPLATEK MESICNE,09/12/1993
2980,66,POPLATEK MESICNE,09/12/1993
3918,53,POPLATEK MESICNE,09/12/1993
1680,59,POPLATEK MESICNE,10/12/1993
3039,1,POPLATEK MESICNE,10/12/1993
3380,64,POPLATEK MESICNE,10/12/1993
2128,22,POPLATEK MESICNE,10/12/1993
903,47,POPLATEK MESICNE,10/12/1993
1762,28,POPLATEK MESICNE,11/12/1993
61,70,POPLATEK MESICNE,11/12/1993
391,36,POPLATEK MESICNE,11/12/1993
2305,1,POPLATEK MESICNE,11/12/1993
1588,67,POPLATEK MESICNE,11/12/1993
183,43,POPLATEK MESICNE,12/12/1993
365,74,POPLATEK MESICNE,12/12/1993
2476,32,POPLATEK MESICNE,12/12/1993
347,65,POPLATEK MESICNE,13/12/1993
1877,76,POPLATEK MESICNE,13/12/1993
3196,1,POPLATEK MESICNE,13/12/1993
2928,55,POPLATEK MESICNE,14/12/1993
1225,4,POPLATEK MESICNE,14/12/1993
3825,7,POPLATEK MESICNE,14/12/1993
180,55,POPLATEK TYDNE,14/12/1993
2813,24,POPLATEK MESICNE,15/12/1993
1605,72,POPLATEK MESICNE,16/12/1993
1792,7,POPLATEK MESICNE,16/12/1993
1604,54,POPLATEK MESICNE,16/12/1993
883,1,POPLATEK MESICNE,17/12/1993
441,27,POPLATEK TYDNE,17/12/1993
3429,73,POPLATEK MESICNE,17/12/1993
4514,69,POPLATEK MESICNE,18/12/1993
1088,32,POPLATEK MESICNE,19/12/1993
3094,56,POPLATEK MESICNE,20/12/1993
1768,15,POPLATEK MESICNE,20/12/1993
2768,73,POPLATEK MESICNE,20/12/1993
2257,57,POPLATEK MESICNE,21/12/1993
1882,1,POPLATEK MESICNE,21/12/1993
719,30,POPLATEK MESICNE,21/12/1993
5092,74,POPLATEK MESICNE,21/12/1993
3292,1,POPLATEK MESICNE,21/12/1993
3604,75,POPLATEK MESICNE,22/12/1993
2733,76,POPLATEK MESICNE,22/12/1993
3669,76,POPLATEK MESICNE,22/12/1993
1940,52,POPLATEK MESICNE,22/12/1993
3056,55,POPLATEK MESICNE,22/12/1993
1419,33,POPLATEK MESICNE,22/12/1993
2971,76,POPLATEK TYDNE,23/12/1993
1959,62,POPLATEK MESICNE,24/12/1993
3164,33,POPLATEK MESICNE,24/12/1993
3197,1,POPLATEK MESICNE,25/12/1993
2770,42,POPLATEK MESICNE,25/12/1993
7944,59,POPLATEK MESICNE,27/12/1993
1080,55,POPLATEK MESICNE,27/12/1993
6148,74,POPLATEK MESICNE,27/12/1993
2010,1,POPLATEK MESICNE,27/12/1993
3135,72,POPLATEK MESICNE,27/12/1993
1098,47,POPLATEK MESICNE,28/12/1993
100,41,POPLATEK MESICNE,28/12/1993
2913,8,POPLATEK MESICNE,28/12/1993
1153,35,POPLATEK MESICNE,29/12/1993
1635,19,POPLATEK MESICNE,29/12/1993
2842,14,POPLATEK MESICNE,29/12/1993
3759,1,POPLATEK MESICNE,29/12/1993
3594,29,POPLATEK MESICNE,30/12/1993
2778,38,POPLATEK MESICNE,30/12/1993
2161,15,POPLATEK TYDNE,30/12/1993
2789,14,POPLATEK MESICNE,01/01/1994
1552,18,POPLATEK MESICNE,02/01/1994
628,72,POPLATEK MESICNE,03/01/1994
1458,29,POPLATEK MESICNE,03/01/1994
2673,34,POPLATEK MESICNE,04/01/1994
1788,1,POPLATEK MESICNE,04/01/1994
1193,29,POPLATEK MESICNE,05/01/1994
969,19,POPLATEK MESICNE,08/01/1994
1512,1,POPLATEK MESICNE,08/01/1994
3997,62,POPLATEK MESICNE,13/01/1994
2179,1,POPLATEK TYDNE,14/01/1994
1164,35,POPLATEK MESICNE,14/01/1994
4774,66,POPLATEK MESICNE,14/01/1994
4413,74,POPLATEK TYDNE,15/01/1994
1824,52,POPLATEK MESICNE,17/01/1994
1231,7,POPLATEK MESICNE,18/01/1994
2664,58,POPLATEK MESICNE,20/01/1994
1627,1,POPLATEK MESICNE,20/01/1994
9104,10,POPLATEK MESICNE,21/01/1994
2326,70,POPLATEK MESICNE,24/01/1994
4356,47,POPLATEK MESICNE,26/01/1994
3667,55,POPLATEK MESICNE,26/01/1994
742,77,POPLATEK MESICNE,28/01/1994
2538,42,POPLATEK MESICNE,30/01/1994
127,29,POPLATEK MESICNE,02/02/1994
726,76,POPLATEK MESICNE,03/02/1994
4907,42,POPLATEK MESICNE,06/02/1994
2628,64,POPLATEK PO OBRATU,06/02/1994
3898,70,POPLATEK MESICNE,07/02/1994
6472,61,POPLATEK MESICNE,08/02/1994
1770,65,POPLATEK MESICNE,08/02/1994
2472,60,POPLATEK MESICNE,08/02/1994
1159,49,POPLATEK MESICNE,09/02/1994
